		Document: 6855			with 22509 symbols, 3001 words and 6668 tokens processed in 4.805156230926514 sec
		Document: 6854			with 22596 symbols, 2705 words and 6614 tokens processed in 9.456377029418945 sec
		Document: 6853			with 14966 symbols, 1928 words and 4392 tokens processed in 5.610469341278076 sec
		Document: 6852			with 14974 symbols, 2016 words and 4327 tokens processed in 6.561114072799683 sec
		Document: 6851			with 24184 symbols, 3427 words and 6920 tokens processed in 10.954917669296265 sec
		Document: 6850			with 15597 symbols, 1924 words and 4369 tokens processed in 7.5112035274505615 sec
		Document: 6849			with 12593 symbols, 1702 words and 3873 tokens processed in 5.793667793273926 sec
		Document: 6848			with 15914 symbols, 2042 words and 4771 tokens processed in 6.130216121673584 sec
		Document: 6847			with 47001 symbols, 6354 words and 14232 tokens processed in 20.222076416015625 sec
		Document: 6846			with 11980 symbols, 1538 words and 3541 tokens processed in 5.867292881011963 sec
		Document: 6845			with 6930 symbols, 857 words and 2058 tokens processed in 2.9729223251342773 sec
		Document: 6844			with 14436 symbols, 1737 words and 4047 tokens processed in 5.956897497177124 sec
		Document: 6843			with 10664 symbols, 1391 words and 3196 tokens processed in 6.123872518539429 sec
		Document: 6842			with 18973 symbols, 2516 words and 5491 tokens processed in 8.621119499206543 sec
	Model: mt5_summary, all documents processed!
Task - run_and_load
	Model: mbart_summary,	computing using cuda:0
		Document: 7321			with 13320 symbols, 1558 words and 3241 tokens processed in 8.792611598968506 sec
		Document: 7320			with 25075 symbols, 3140 words and 6124 tokens processed in 12.182405710220337 sec
		Document: 7319			with 26099 symbols, 3293 words and 6441 tokens processed in 15.525097608566284 sec
		Document: 7318			with 10118 symbols, 1292 words and 2499 tokens processed in 6.667022943496704 sec
		Document: 7317			with 24921 symbols, 2956 words and 5931 tokens processed in 11.310980081558228 sec
		Document: 7316			with 19231 symbols, 2486 words and 5069 tokens processed in 10.308149576187134 sec
		Document: 7315			with 25450 symbols, 3220 words and 6833 tokens processed in 15.779767036437988 sec
		Document: 7314			with 19187 symbols, 2486 words and 4973 tokens processed in 9.507329225540161 sec
		Document: 7313			with 12377 symbols, 1540 words and 3130 tokens processed in 8.670247554779053 sec
		Document: 7312			with 9623 symbols, 1242 words and 2548 tokens processed in 5.965553045272827 sec
		Document: 7311			with 9869 symbols, 1331 words and 2610 tokens processed in 6.2194061279296875 sec
		Document: 7310			with 7788 symbols, 994 words and 2130 tokens processed in 6.4828550815582275 sec
		Document: 7309			with 9237 symbols, 1140 words and 2449 tokens processed in 8.771913051605225 sec
		Document: 7308			with 19364 symbols, 2507 words and 5256 tokens processed in 14.039208889007568 sec
		Document: 7307			with 27284 symbols, 3286 words and 6708 tokens processed in 15.683784246444702 sec
		Document: 7306			with 26843 symbols, 2913 words and 7321 tokens processed in 15.60679292678833 sec
		Document: 7305			with 22637 symbols, 3060 words and 5311 tokens processed in 12.840880155563354 sec
		Document: 7304			with 11714 symbols, 1540 words and 3213 tokens processed in 8.612643003463745 sec
		Document: 7303			with 6388 symbols, 757 words and 1835 tokens processed in 4.2803795337677 sec
		Document: 7302			with 8713 symbols, 1052 words and 2483 tokens processed in 6.855428457260132 sec
		Document: 7301			with 11702 symbols, 1505 words and 3195 tokens processed in 10.73944878578186 sec
		Document: 7300			with 9569 symbols, 1077 words and 2314 tokens processed in 5.3634021282196045 sec
		Document: 7299			with 21377 symbols, 2557 words and 5076 tokens processed in 11.319798707962036 sec
		Document: 7298			with 26882 symbols, 3275 words and 7105 tokens processed in 17.17591166496277 sec
		Document: 7297			with 16818 symbols, 2156 words and 4649 tokens processed in 10.385251522064209 sec
		Document: 7296			with 12738 symbols, 1742 words and 3178 tokens processed in 9.144938230514526 sec
		Document: 7295			with 34912 symbols, 4591 words and 10023 tokens processed in 20.794238567352295 sec
		Document: 7294			with 13391 symbols, 1693 words and 3292 tokens processed in 7.319661617279053 sec
		Document: 7293			with 6428 symbols, 743 words and 1822 tokens processed in 2.3712551593780518 sec
		Document: 7292			with 10264 symbols, 1378 words and 2699 tokens processed in 6.764050006866455 sec
		Document: 7291			with 8526 symbols, 1091 words and 2355 tokens processed in 6.343992471694946 sec
		Document: 7290			with 10131 symbols, 1265 words and 2693 tokens processed in 6.088464736938477 sec
		Document: 7289			with 43408 symbols, 5503 words and 11976 tokens processed in 24.54399061203003 sec
		Document: 7288			with 11271 symbols, 1429 words and 2795 tokens processed in 6.023220539093018 sec
		Document: 7287			with 10601 symbols, 1460 words and 2801 tokens processed in 6.913654804229736 sec
		Document: 7286			with 14919 symbols, 1931 words and 3715 tokens processed in 10.687976121902466 sec
		Document: 7285			with 9155 symbols, 1135 words and 2390 tokens processed in 7.269192457199097 sec
		Document: 7284			with 18901 symbols, 2434 words and 5373 tokens processed in 11.471719741821289 sec
		Document: 7283			with 9853 symbols, 1203 words and 2615 tokens processed in 6.065407752990723 sec
		Document: 7282			with 14967 symbols, 1781 words and 3716 tokens processed in 7.892443656921387 sec
		Document: 7281			with 9727 symbols, 1201 words and 2512 tokens processed in 7.387474060058594 sec
		Document: 7280			with 11606 symbols, 1368 words and 3260 tokens processed in 7.890147924423218 sec
		Document: 7279			with 19330 symbols, 2642 words and 4996 tokens processed in 10.314061880111694 sec
		Document: 7278			with 9668 symbols, 1211 words and 2498 tokens processed in 7.908530235290527 sec
		Document: 7277			with 10843 symbols, 1314 words and 2524 tokens processed in 6.405261039733887 sec
		Document: 7276			with 16916 symbols, 1975 words and 3967 tokens processed in 5.611372470855713 sec
		Document: 7275			with 11332 symbols, 1492 words and 2768 tokens processed in 6.227086067199707 sec
		Document: 7274			with 24550 symbols, 3109 words and 7401 tokens processed in 16.859368085861206 sec
		Document: 7273			with 23656 symbols, 2922 words and 6049 tokens processed in 11.825411081314087 sec
		Document: 7272			with 27186 symbols, 3365 words and 7685 tokens processed in 15.237048387527466 sec
		Document: 7271			with 17951 symbols, 2265 words and 4764 tokens processed in 9.667198181152344 sec
		Document: 7270			with 17877 symbols, 2452 words and 4618 tokens processed in 8.384960651397705 sec
		Document: 7269			with 11185 symbols, 1381 words and 2771 tokens processed in 5.8918468952178955 sec
		Document: 7268			with 18203 symbols, 2367 words and 4707 tokens processed in 11.260218620300293 sec
		Document: 7267			with 21281 symbols, 2462 words and 5356 tokens processed in 13.821101903915405 sec
		Document: 7266			with 12220 symbols, 1562 words and 3322 tokens processed in 6.919664621353149 sec
		Document: 7265			with 8456 symbols, 1046 words and 2170 tokens processed in 6.746675491333008 sec
		Document: 7264			with 20137 symbols, 2478 words and 5573 tokens processed in 11.470775842666626 sec
		Document: 7263			with 7536 symbols, 998 words and 1992 tokens processed in 4.831525802612305 sec
		Document: 7262			with 18246 symbols, 2376 words and 4469 tokens processed in 10.784398555755615 sec
		Document: 7261			with 31202 symbols, 3842 words and 8658 tokens processed in 20.39638376235962 sec
		Document: 7260			with 24336 symbols, 3262 words and 6729 tokens processed in 12.217113971710205 sec
		Document: 7259			with 22026 symbols, 3040 words and 6368 tokens processed in 11.261488914489746 sec
		Document: 7258			with 26894 symbols, 3283 words and 6923 tokens processed in 17.508244276046753 sec
		Document: 7257			with 34744 symbols, 5091 words and 10087 tokens processed in 19.478779077529907 sec
		Document: 7256			with 30282 symbols, 3788 words and 7683 tokens processed in 16.15118098258972 sec
		Document: 7255			with 41770 symbols, 5642 words and 10761 tokens processed in 21.25466561317444 sec
		Document: 7254			with 9564 symbols, 1252 words and 2554 tokens processed in 7.073596715927124 sec
		Document: 7253			with 25909 symbols, 3567 words and 6881 tokens processed in 11.411856651306152 sec
		Document: 7252			with 21929 symbols, 2741 words and 5233 tokens processed in 9.054160356521606 sec
		Document: 7251			with 23671 symbols, 3159 words and 5994 tokens processed in 11.22852897644043 sec
		Document: 7250			with 22781 symbols, 3101 words and 5933 tokens processed in 8.733245611190796 sec
		Document: 7249			with 26719 symbols, 3620 words and 7299 tokens processed in 11.945530414581299 sec
		Document: 7248			with 34049 symbols, 4644 words and 9345 tokens processed in 18.951549291610718 sec
		Document: 7247			with 30935 symbols, 4052 words and 8261 tokens processed in 16.96144723892212 sec
		Document: 7246			with 16457 symbols, 2033 words and 4325 tokens processed in 8.096770286560059 sec
		Document: 7245			with 27463 symbols, 3730 words and 7070 tokens processed in 10.443442344665527 sec
		Document: 7244			with 38941 symbols, 4667 words and 9641 tokens processed in 19.90221667289734 sec
		Document: 7243			with 26793 symbols, 3367 words and 6083 tokens processed in 11.358394622802734 sec
		Document: 7242			with 14555 symbols, 1767 words and 3527 tokens processed in 6.255501985549927 sec
		Document: 7241			with 22752 symbols, 3138 words and 6459 tokens processed in 13.619166135787964 sec
		Document: 7240			with 33659 symbols, 4856 words and 10020 tokens processed in 11.687109231948853 sec
		Document: 7239			with 13980 symbols, 1892 words and 3811 tokens processed in 8.731937646865845 sec
		Document: 7238			with 23381 symbols, 3137 words and 6072 tokens processed in 11.368625164031982 sec
		Document: 7237			with 28193 symbols, 3381 words and 6658 tokens processed in 11.581813335418701 sec
		Document: 7236			with 22187 symbols, 2955 words and 6308 tokens processed in 13.938783168792725 sec
		Document: 7235			with 25867 symbols, 3199 words and 6583 tokens processed in 10.33901572227478 sec
		Document: 7234			with 31714 symbols, 4289 words and 7812 tokens processed in 13.063431024551392 sec
		Document: 7233			with 27047 symbols, 3351 words and 6559 tokens processed in 12.859562635421753 sec
		Document: 7232			with 30962 symbols, 4150 words and 8155 tokens processed in 15.290769100189209 sec
		Document: 7231			with 22605 symbols, 3095 words and 6347 tokens processed in 10.627119541168213 sec
		Document: 7230			with 35297 symbols, 4855 words and 9368 tokens processed in 15.81900930404663 sec
		Document: 7229			with 35906 symbols, 4824 words and 9657 tokens processed in 20.573449850082397 sec
		Document: 7228			with 34745 symbols, 4267 words and 9051 tokens processed in 15.241902589797974 sec
		Document: 7227			with 29855 symbols, 4027 words and 8150 tokens processed in 19.402970552444458 sec
		Document: 7226			with 31347 symbols, 3723 words and 8104 tokens processed in 16.021616220474243 sec
		Document: 7225			with 29339 symbols, 3735 words and 7711 tokens processed in 12.047625064849854 sec
		Document: 7224			with 24401 symbols, 3138 words and 6332 tokens processed in 14.71178150177002 sec
		Document: 7223			with 18007 symbols, 2489 words and 4865 tokens processed in 6.668386936187744 sec
		Document: 7222			with 14333 symbols, 1917 words and 3645 tokens processed in 6.266931056976318 sec
		Document: 7221			with 20459 symbols, 2654 words and 5482 tokens processed in 11.47658395767212 sec
		Document: 7220			with 28439 symbols, 3727 words and 7259 tokens processed in 13.369661808013916 sec
		Document: 7219			with 22669 symbols, 2949 words and 5908 tokens processed in 10.41196060180664 sec
		Document: 7218			with 24447 symbols, 3349 words and 6810 tokens processed in 9.372985601425171 sec
		Document: 7217			with 25027 symbols, 3022 words and 6193 tokens processed in 10.40454363822937 sec
		Document: 7216			with 28351 symbols, 4027 words and 7341 tokens processed in 17.013967514038086 sec
		Document: 7215			with 36687 symbols, 4578 words and 8996 tokens processed in 18.66455912590027 sec
		Document: 7214			with 20604 symbols, 2463 words and 4886 tokens processed in 9.155487775802612 sec
		Document: 7213			with 22787 symbols, 3232 words and 6432 tokens processed in 13.050747394561768 sec
		Document: 7212			with 22643 symbols, 3171 words and 6457 tokens processed in 8.927182912826538 sec
		Document: 7211			with 27865 symbols, 3767 words and 7516 tokens processed in 13.78281855583191 sec
		Document: 7210			with 28563 symbols, 3965 words and 7747 tokens processed in 12.4725022315979 sec
		Document: 7209			with 22460 symbols, 2748 words and 5311 tokens processed in 12.6070556640625 sec
		Document: 7208			with 13727 symbols, 1757 words and 3521 tokens processed in 8.979164123535156 sec
		Document: 7207			with 22396 symbols, 2766 words and 5427 tokens processed in 13.494251012802124 sec
		Document: 7206			with 27089 symbols, 3378 words and 7324 tokens processed in 11.870110988616943 sec
		Document: 7205			with 20360 symbols, 2576 words and 5638 tokens processed in 9.407620191574097 sec
		Document: 7204			with 32666 symbols, 4186 words and 8821 tokens processed in 18.372206211090088 sec
		Document: 7203			with 13734 symbols, 1706 words and 4580 tokens processed in 11.45348310470581 sec
		Document: 7202			with 35486 symbols, 4828 words and 10611 tokens processed in 24.842731714248657 sec
		Document: 7201			with 25370 symbols, 3160 words and 5828 tokens processed in 12.693270921707153 sec
		Document: 7200			with 19430 symbols, 2478 words and 4270 tokens processed in 9.065694570541382 sec
		Document: 7199			with 16084 symbols, 2011 words and 3869 tokens processed in 9.20245361328125 sec
		Document: 7198			with 24536 symbols, 3063 words and 5413 tokens processed in 10.939959287643433 sec
		Document: 7197			with 15851 symbols, 1721 words and 3243 tokens processed in 7.6996169090271 sec
		Document: 7196			with 20489 symbols, 2617 words and 4369 tokens processed in 9.297415971755981 sec
		Document: 7195			with 36247 symbols, 4193 words and 8116 tokens processed in 17.334728240966797 sec
		Document: 7194			with 31962 symbols, 3880 words and 6985 tokens processed in 11.641473054885864 sec
		Document: 7193			with 17760 symbols, 2059 words and 3430 tokens processed in 8.919210433959961 sec
		Document: 7192			with 23687 symbols, 2867 words and 5202 tokens processed in 10.781368970870972 sec
		Document: 7191			with 16095 symbols, 2016 words and 3639 tokens processed in 9.67400598526001 sec
		Document: 7190			with 19760 symbols, 2341 words and 4187 tokens processed in 10.9495530128479 sec
		Document: 7189			with 15800 symbols, 1870 words and 3326 tokens processed in 9.98045015335083 sec
		Document: 7188			with 21096 symbols, 2593 words and 4350 tokens processed in 8.993114233016968 sec
		Document: 7187			with 27008 symbols, 3172 words and 5781 tokens processed in 8.873011112213135 sec
		Document: 7186			with 21057 symbols, 2466 words and 4933 tokens processed in 8.118781328201294 sec
		Document: 7185			with 27499 symbols, 3186 words and 5496 tokens processed in 13.206884384155273 sec
		Document: 7184			with 27458 symbols, 3393 words and 6090 tokens processed in 11.466184854507446 sec
		Document: 7183			with 25005 symbols, 3174 words and 5589 tokens processed in 13.242659091949463 sec
		Document: 7182			with 11575 symbols, 1355 words and 2301 tokens processed in 5.1589272022247314 sec
		Document: 7181			with 34798 symbols, 4464 words and 7513 tokens processed in 15.46121335029602 sec
		Document: 7180			with 18415 symbols, 2306 words and 4279 tokens processed in 8.29293417930603 sec
		Document: 7179			with 21059 symbols, 2790 words and 4713 tokens processed in 8.723479270935059 sec
		Document: 7178			with 19183 symbols, 2336 words and 4177 tokens processed in 7.850040912628174 sec
		Document: 7177			with 14037 symbols, 1537 words and 2899 tokens processed in 4.965806245803833 sec
		Document: 7176			with 28149 symbols, 3666 words and 6434 tokens processed in 13.683358192443848 sec
		Document: 7175			with 31346 symbols, 3961 words and 6838 tokens processed in 16.29353404045105 sec
		Document: 7174			with 17746 symbols, 2233 words and 4044 tokens processed in 5.959885358810425 sec
		Document: 7173			with 17061 symbols, 2099 words and 3667 tokens processed in 7.096498250961304 sec
		Document: 7172			with 17665 symbols, 2339 words and 3926 tokens processed in 7.213730335235596 sec
		Document: 7171			with 20792 symbols, 2490 words and 4468 tokens processed in 10.218950510025024 sec
		Document: 7170			with 15954 symbols, 1897 words and 3273 tokens processed in 6.565709590911865 sec
		Document: 7169			with 25427 symbols, 3106 words and 5464 tokens processed in 9.919533491134644 sec
		Document: 7168			with 21140 symbols, 2677 words and 4746 tokens processed in 12.233752727508545 sec
		Document: 7167			with 25087 symbols, 3134 words and 5283 tokens processed in 14.034509420394897 sec
		Document: 7166			with 6662 symbols, 843 words and 1419 tokens processed in 3.3979783058166504 sec
		Document: 7165			with 13863 symbols, 1677 words and 3001 tokens processed in 4.799563884735107 sec
		Document: 7164			with 25700 symbols, 3108 words and 5578 tokens processed in 10.28663969039917 sec
		Document: 7163			with 23904 symbols, 2906 words and 5656 tokens processed in 11.41484546661377 sec
		Document: 7162			with 18752 symbols, 2216 words and 3822 tokens processed in 8.152652978897095 sec
		Document: 7161			with 13532 symbols, 1681 words and 2868 tokens processed in 7.67232084274292 sec
		Document: 7160			with 14655 symbols, 1858 words and 3209 tokens processed in 9.666871547698975 sec
		Document: 7159			with 21777 symbols, 2750 words and 4795 tokens processed in 8.793150424957275 sec
		Document: 7158			with 13618 symbols, 1676 words and 3023 tokens processed in 6.749186754226685 sec
		Document: 7157			with 24235 symbols, 3021 words and 5123 tokens processed in 11.650516748428345 sec
		Document: 7156			with 23034 symbols, 3106 words and 5372 tokens processed in 13.325329065322876 sec
		Document: 7155			with 15061 symbols, 1733 words and 2865 tokens processed in 6.397037029266357 sec
		Document: 7154			with 10815 symbols, 1337 words and 2644 tokens processed in 4.908802032470703 sec
		Document: 7153			with 22961 symbols, 2871 words and 5100 tokens processed in 12.962742567062378 sec
		Document: 7152			with 16285 symbols, 1958 words and 3478 tokens processed in 8.668774843215942 sec
		Document: 7151			with 37116 symbols, 4748 words and 8889 tokens processed in 22.282942533493042 sec
		Document: 7150			with 19017 symbols, 2354 words and 4063 tokens processed in 8.431780099868774 sec
		Document: 7149			with 20488 symbols, 2322 words and 4091 tokens processed in 8.45157241821289 sec
		Document: 7148			with 22546 symbols, 2685 words and 4751 tokens processed in 10.547041416168213 sec
		Document: 7147			with 17208 symbols, 2137 words and 3839 tokens processed in 8.097554206848145 sec
		Document: 7146			with 16852 symbols, 2219 words and 3827 tokens processed in 7.053371429443359 sec
		Document: 7145			with 29608 symbols, 3697 words and 6551 tokens processed in 17.988919258117676 sec
		Document: 7144			with 12628 symbols, 1545 words and 2811 tokens processed in 5.086286783218384 sec
		Document: 7143			with 5436 symbols, 718 words and 1224 tokens processed in 2.5681557655334473 sec
		Document: 7142			with 19632 symbols, 2464 words and 4313 tokens processed in 10.188567638397217 sec
		Document: 7141			with 21394 symbols, 2698 words and 5056 tokens processed in 10.922852993011475 sec
		Document: 7140			with 11652 symbols, 1463 words and 2759 tokens processed in 3.701266050338745 sec
		Document: 7139			with 37602 symbols, 4910 words and 9245 tokens processed in 19.434850931167603 sec
		Document: 7138			with 25684 symbols, 3575 words and 7258 tokens processed in 10.683681726455688 sec
		Document: 7137			with 24727 symbols, 3416 words and 6315 tokens processed in 13.026216983795166 sec
		Document: 7136			with 16509 symbols, 2247 words and 4156 tokens processed in 7.926273822784424 sec
		Document: 7135			with 16179 symbols, 1809 words and 3576 tokens processed in 5.742319583892822 sec
		Document: 7134			with 35863 symbols, 4460 words and 7673 tokens processed in 14.530231952667236 sec
		Document: 7133			with 16273 symbols, 2056 words and 3797 tokens processed in 5.518575429916382 sec
		Document: 7132			with 42330 symbols, 5846 words and 11038 tokens processed in 26.263460874557495 sec
		Document: 7131			with 17617 symbols, 2220 words and 4591 tokens processed in 11.700119972229004 sec
		Document: 7130			with 20274 symbols, 2465 words and 4694 tokens processed in 9.785228252410889 sec
		Document: 7129			with 21098 symbols, 2778 words and 5354 tokens processed in 11.639009714126587 sec
		Document: 7128			with 19899 symbols, 2258 words and 4619 tokens processed in 13.328350067138672 sec
		Document: 7127			with 18888 symbols, 2332 words and 5067 tokens processed in 11.217694520950317 sec
		Document: 7126			with 14262 symbols, 1691 words and 3130 tokens processed in 5.945962905883789 sec
		Document: 7125			with 30902 symbols, 3995 words and 7149 tokens processed in 11.19490933418274 sec
		Document: 7124			with 18519 symbols, 2226 words and 3997 tokens processed in 7.155767202377319 sec
		Document: 7123			with 15912 symbols, 1825 words and 4005 tokens processed in 9.830451726913452 sec
		Document: 7122			with 23402 symbols, 2716 words and 5396 tokens processed in 9.189553022384644 sec
		Document: 7121			with 20601 symbols, 2542 words and 4810 tokens processed in 9.483570098876953 sec
		Document: 7120			with 21040 symbols, 2583 words and 5258 tokens processed in 12.315701246261597 sec
		Document: 7119			with 36090 symbols, 4464 words and 8379 tokens processed in 13.147612810134888 sec
		Document: 7118			with 0 symbols, 1 words and 2 tokens processed in 1.8401048183441162 sec
		Document: 7117			with 25242 symbols, 3423 words and 6403 tokens processed in 12.904178619384766 sec
		Document: 7116			with 24211 symbols, 2934 words and 5995 tokens processed in 13.482072114944458 sec
		Document: 7115			with 16532 symbols, 2074 words and 3779 tokens processed in 7.255166292190552 sec
		Document: 7114			with 33620 symbols, 4363 words and 8081 tokens processed in 16.512400150299072 sec
		Document: 7113			with 14514 symbols, 1840 words and 3377 tokens processed in 7.102591276168823 sec
		Document: 7112			with 17317 symbols, 2278 words and 4376 tokens processed in 10.37399935722351 sec
		Document: 7111			with 21859 symbols, 2631 words and 5513 tokens processed in 10.943439722061157 sec
		Document: 7110			with 24820 symbols, 3241 words and 5816 tokens processed in 11.293206214904785 sec
		Document: 7109			with 31388 symbols, 3924 words and 7099 tokens processed in 13.652941226959229 sec
		Document: 7108			with 31009 symbols, 4044 words and 7525 tokens processed in 13.90249228477478 sec
		Document: 7107			with 13969 symbols, 1618 words and 3119 tokens processed in 7.977839469909668 sec
		Document: 7106			with 34140 symbols, 4553 words and 8173 tokens processed in 15.486367464065552 sec
		Document: 7105			with 26209 symbols, 3347 words and 6387 tokens processed in 13.159618377685547 sec
		Document: 7104			with 17157 symbols, 2096 words and 4097 tokens processed in 11.388899803161621 sec
		Document: 7103			with 18965 symbols, 2572 words and 4668 tokens processed in 11.048475742340088 sec
		Document: 7102			with 14889 symbols, 1815 words and 3607 tokens processed in 7.378437757492065 sec
		Document: 7101			with 21292 symbols, 2892 words and 5751 tokens processed in 11.204133033752441 sec
		Document: 7100			with 17695 symbols, 2373 words and 4535 tokens processed in 8.574188709259033 sec
		Document: 7099			with 18131 symbols, 2539 words and 4529 tokens processed in 12.163073301315308 sec
		Document: 7098			with 24695 symbols, 3287 words and 5898 tokens processed in 10.141935586929321 sec
		Document: 7097			with 19605 symbols, 2428 words and 4731 tokens processed in 7.121593236923218 sec
		Document: 7096			with 25488 symbols, 3191 words and 6134 tokens processed in 9.727907657623291 sec
		Document: 7095			with 33701 symbols, 4158 words and 7836 tokens processed in 15.759426593780518 sec
		Document: 7094			with 13897 symbols, 1774 words and 3350 tokens processed in 8.5198495388031 sec
		Document: 7093			with 32134 symbols, 4105 words and 7652 tokens processed in 13.550691366195679 sec
		Document: 7092			with 33862 symbols, 4168 words and 7506 tokens processed in 17.92479944229126 sec
		Document: 7091			with 27037 symbols, 3426 words and 5871 tokens processed in 10.317275762557983 sec
		Document: 7090			with 26067 symbols, 3575 words and 6412 tokens processed in 11.086621522903442 sec
		Document: 7089			with 25270 symbols, 3530 words and 6807 tokens processed in 11.66101598739624 sec
		Document: 7088			with 14261 symbols, 1854 words and 3535 tokens processed in 5.894543647766113 sec
		Document: 7087			with 23552 symbols, 3205 words and 5891 tokens processed in 11.025452852249146 sec
		Document: 7086			with 25567 symbols, 3305 words and 6616 tokens processed in 14.443485260009766 sec
		Document: 7085			with 14508 symbols, 1844 words and 3694 tokens processed in 9.240830421447754 sec
		Document: 7084			with 24913 symbols, 3159 words and 5893 tokens processed in 10.750540494918823 sec
		Document: 7083			with 34627 symbols, 4449 words and 8191 tokens processed in 13.558511018753052 sec
		Document: 7082			with 32500 symbols, 4095 words and 7534 tokens processed in 15.79321813583374 sec
		Document: 7081			with 16046 symbols, 2091 words and 3696 tokens processed in 8.408535957336426 sec
		Document: 7080			with 15763 symbols, 2021 words and 3622 tokens processed in 6.1485841274261475 sec
		Document: 7079			with 17959 symbols, 2144 words and 4052 tokens processed in 6.5493505001068115 sec
		Document: 7078			with 17806 symbols, 2095 words and 4251 tokens processed in 8.541453838348389 sec
		Document: 7077			with 18962 symbols, 2479 words and 4465 tokens processed in 7.44100546836853 sec
		Document: 7076			with 14976 symbols, 1801 words and 3445 tokens processed in 5.742648124694824 sec
		Document: 7075			with 11684 symbols, 1427 words and 2605 tokens processed in 5.031164169311523 sec
		Document: 7074			with 17716 symbols, 2075 words and 4283 tokens processed in 9.141447067260742 sec
		Document: 7073			with 12404 symbols, 1567 words and 2703 tokens processed in 5.111813068389893 sec
		Document: 7072			with 16568 symbols, 2007 words and 3762 tokens processed in 9.108550786972046 sec
		Document: 7071			with 16772 symbols, 1982 words and 3635 tokens processed in 5.868164539337158 sec
		Document: 7070			with 35231 symbols, 4063 words and 8248 tokens processed in 17.866400003433228 sec
		Document: 7069			with 20395 symbols, 2406 words and 4442 tokens processed in 9.806574821472168 sec
		Document: 7068			with 10237 symbols, 1260 words and 2611 tokens processed in 6.3553102016448975 sec
		Document: 7067			with 10977 symbols, 1350 words and 2385 tokens processed in 4.265607833862305 sec
		Document: 7066			with 17220 symbols, 2143 words and 3891 tokens processed in 7.922065258026123 sec
		Document: 7065			with 18188 symbols, 2207 words and 3924 tokens processed in 7.530702590942383 sec
		Document: 7064			with 8936 symbols, 1036 words and 1905 tokens processed in 2.9552364349365234 sec
		Document: 7063			with 19859 symbols, 2289 words and 4323 tokens processed in 8.144219636917114 sec
		Document: 7062			with 10019 symbols, 1256 words and 2149 tokens processed in 4.102728843688965 sec
		Document: 7061			with 6500 symbols, 757 words and 1431 tokens processed in 3.394353151321411 sec
		Document: 7060			with 9712 symbols, 1182 words and 2098 tokens processed in 3.691218376159668 sec
		Document: 7059			with 7318 symbols, 886 words and 1633 tokens processed in 2.825962543487549 sec
		Document: 7058			with 18052 symbols, 2234 words and 4429 tokens processed in 9.182007312774658 sec
		Document: 7057			with 15790 symbols, 1895 words and 3218 tokens processed in 5.853388547897339 sec
		Document: 7056			with 7879 symbols, 1019 words and 1921 tokens processed in 4.435115337371826 sec
		Document: 7055			with 14439 symbols, 1666 words and 2869 tokens processed in 3.9290082454681396 sec
		Document: 7054			with 38195 symbols, 4541 words and 8640 tokens processed in 15.566825151443481 sec
		Document: 7053			with 16800 symbols, 2108 words and 4027 tokens processed in 7.559661149978638 sec
		Document: 7052			with 18920 symbols, 2237 words and 3891 tokens processed in 5.77533221244812 sec
		Document: 7051			with 19684 symbols, 2471 words and 4705 tokens processed in 9.698751449584961 sec
		Document: 7050			with 19296 symbols, 2339 words and 4060 tokens processed in 5.991704940795898 sec
		Document: 7049			with 7914 symbols, 891 words and 1685 tokens processed in 2.7049100399017334 sec
		Document: 7048			with 11576 symbols, 1440 words and 2446 tokens processed in 4.199774503707886 sec
		Document: 7047			with 14562 symbols, 1664 words and 2984 tokens processed in 4.605284929275513 sec
		Document: 7046			with 7134 symbols, 849 words and 1521 tokens processed in 3.012735605239868 sec
		Document: 7045			with 19125 symbols, 2424 words and 4468 tokens processed in 6.736817836761475 sec
		Document: 7044			with 12250 symbols, 1458 words and 2573 tokens processed in 6.291919708251953 sec
		Document: 7043			with 10047 symbols, 1225 words and 2324 tokens processed in 7.362558841705322 sec
		Document: 7042			with 25955 symbols, 3215 words and 6367 tokens processed in 10.520931720733643 sec
		Document: 7041			with 10277 symbols, 1222 words and 2143 tokens processed in 6.186643838882446 sec
		Document: 7040			with 24133 symbols, 2915 words and 5481 tokens processed in 10.048287391662598 sec
		Document: 7039			with 30413 symbols, 3696 words and 6575 tokens processed in 10.475396394729614 sec
		Document: 7038			with 30123 symbols, 3643 words and 7422 tokens processed in 14.308800458908081 sec
		Document: 7037			with 17683 symbols, 2156 words and 3909 tokens processed in 6.59312105178833 sec
		Document: 7036			with 24563 symbols, 2742 words and 5319 tokens processed in 11.864549398422241 sec
		Document: 7035			with 7700 symbols, 923 words and 1743 tokens processed in 4.114355087280273 sec
		Document: 7034			with 18635 symbols, 2342 words and 4120 tokens processed in 8.266195058822632 sec
		Document: 7033			with 29603 symbols, 3806 words and 6235 tokens processed in 9.259088277816772 sec
		Document: 7032			with 12446 symbols, 1520 words and 2791 tokens processed in 3.8548314571380615 sec
		Document: 7031			with 17616 symbols, 2160 words and 3975 tokens processed in 6.565604209899902 sec
		Document: 7030			with 22036 symbols, 2777 words and 5392 tokens processed in 10.357964038848877 sec
		Document: 7029			with 12639 symbols, 1583 words and 2914 tokens processed in 6.1551194190979 sec
		Document: 7028			with 13254 symbols, 1618 words and 3201 tokens processed in 9.214221239089966 sec
		Document: 7027			with 19599 symbols, 2305 words and 4349 tokens processed in 8.910221099853516 sec
